"2338824","-105.98509458","40.1158948","500",""," ","","Csh 125"," "," "," "," ","500 Csh 125 ","GRANBY","80446","Grand"
"2338825","-106.00826505","40.11250378","56957",""," ","","Us Highway 40"," "," "," "," ","56957 Us Highway 40 ","GRANBY","80446","Grand"
"2338826","-105.99332106","40.11429651","441",""," ","","Csh 125"," "," "," "," ","441 Csh 125 ","HOT SULPHUR SPRINGS","80451","Grand"
"2338827","-105.983573","40.11359676","350",""," ","","Csh 125"," "," "," "," ","350 Csh 125 ","GRANBY","80446","Grand"
"2338828","-106.02064037","40.10873563","56357",""," ","","Us Highway 40"," "," "," "," ","56357 Us Highway 40 ","GRANBY","80446","Grand"
"2338829","-105.99799454","40.10902181","56942",""," ","","Us Highway 40"," "," "," "," ","56942 Us Highway 40 ","GRANBY","80446","Grand"
"2338830","-106.01939999","40.10533023","56942",""," ","","Us Highway 40"," "," "," "," ","56942 Us Highway 40 ","GRANBY","80446","Grand"
"2338831","-105.98564229","40.10861897","57964",""," ","","Us Highway 40"," "," "," "," ","57964 Us Highway 40 ","GRANBY","80446","Grand"
"2338832","-106.00638559","40.09623126","56942",""," ","","Us Highway 40"," "," "," "," ","56942 Us Highway 40 ","GRANBY","80446","Grand"
"2338833","-106.0290916","40.1041579","150",""," ","","County Road 219",""," "," "," ","150 County Road 219 ","GRANBY","80446","Grand"
"2338834","-105.9856947","40.09904575","1351",""," ","","County Road 57",""," "," "," ","1351 County Road 57 ","GRANBY","80446","Grand"
"2338835","-106.03130652","40.10112725","55261",""," ","","Us Highway 40"," "," "," "," ","55261 Us Highway 40 ","GRANBY","80446","Grand"
"2338836","-105.98536063","40.09396566","1424",""," ","","County Road 57",""," "," "," ","1424 County Road 57 ","GRANBY","80446","Grand"
"2338837","-105.98444036","40.09282674","1474",""," ","","County Road 57",""," "," "," ","1474 County Road 57 ","GRANBY","80446","Grand"
"2338838","-105.98171602","40.09231015","1602",""," ","","County Road 57",""," "," "," ","1602 County Road 57 ","GRANBY","80446","Grand"
"2338839","-106.05358099","40.09266589","52326",""," ","","Us Highway 40"," "," "," "," ","52326 Us Highway 40 ","GRANBY","80446","Grand"
"2338840","-106.04389263","40.08023658","52326",""," ","","Us Highway 40"," "," "," "," ","52326 Us Highway 40 ","GRANBY","80446","Grand"
"2338841","-105.98369442","40.09019887","1952",""," ","","County Road 57",""," "," "," ","1952 County Road 57 ","GRANBY","80446","Grand"
"2338842","-105.9792873","40.09011232","1948",""," ","","County Road 57",""," "," "," ","1948 County Road 57 ","GRANBY","80446","Grand"
"2338843","-105.95800255","40.0911828"," ",""," ","","Us Highway 40"," "," "," "," "," Us Highway 40 ","GRANBY","80446","Grand"
"2338844","-105.95862082","40.09114042","60001",""," ","","Us Highway 40"," "," "," "," ","60001 Us Highway 40 ","GRANBY","80446","Grand"
"2338845","-105.95967138","40.09149272","59999",""," ","","Us Highway 40"," "," "," "," ","59999 Us Highway 40 ","GRANBY","80446","Grand"
"2338846","-105.97351432","40.08822266","1950",""," ","","County Road 57",""," "," "," ","1950 County Road 57 ","GRANBY","80446","Grand"
"2338847","-105.97546388","40.08989999","1942",""," ","","County Road 57",""," "," "," ","1942 County Road 57 ","GRANBY","80446","Grand"
"2338848","-105.97162897","40.08917534","1850",""," ","","County Road 57",""," "," "," ","1850 County Road 57 ","GRANBY","80446","Grand"
"2338849","-105.97748673","40.08863613","1946",""," ","","County Road 57",""," "," "," ","1946 County Road 57 ","GRANBY","80446","Grand"
"2338850","-105.97016099","40.08639034","2000",""," ","","County Road 57",""," "," "," ","2000 County Road 57 ","GRANBY","80446","Grand"
"2338851","-105.98371651","40.08674281","1960",""," ","","County Road 57",""," "," "," ","1960 County Road 57 ","GRANBY","80446","Grand"
"2338852","-105.97550006","40.08736224","1944",""," ","","County Road 57",""," "," "," ","1944 County Road 57 ","GRANBY","80446","Grand"
"2338853","-105.96695285","40.08537986","2222",""," ","","County Road 57",""," "," "," ","2222 County Road 57 ","GRANBY","80446","Grand"
"2338854","-105.97552418","40.08567124","1948",""," ","","County Road 57",""," "," "," ","1948 County Road 57 ","GRANBY","80446","Grand"
"2338855","-106.08842633","40.08386166","51621",""," ","","Us Highway 40"," "," "," "," ","51621 Us Highway 40 ","HOT SULPHUR SPRINGS","80451","Grand"
"2338856","-106.09068411","40.08349778","51629",""," ","","Us Highway 40"," "," "," "," ","51629 Us Highway 40 ","HOT SULPHUR SPRINGS","80451","Grand"
"2338857","-106.08769725","40.08217375","51639",""," ","","Us Highway 40"," "," "," "," ","51639 Us Highway 40 ","HOT SULPHUR SPRINGS","80451","Grand"
"2338858","-106.09086009","40.08207264","51627",""," ","","Us Highway 40"," "," "," "," ","51627 Us Highway 40 ","HOT SULPHUR SPRINGS","80451","Grand"
"2338859","-106.0911615","40.08214483","51625",""," ","","Us Highway 40"," "," "," "," ","51625 Us Highway 40 ","HOT SULPHUR SPRINGS","80451","Grand"
"2338860","-106.08818658","40.07962565","51620",""," ","","Us Highway 40"," "," "," "," ","51620 Us Highway 40 ","HOT SULPHUR SPRINGS","80451","Grand"
"2338861","-106.11182405","40.07685077","5617",""," ","","County Road 20",""," "," "," ","5617 County Road 20 ","HOT SULPHUR SPRINGS","80451","Grand"
"2338862","-106.10194754","40.07785121","102",""," ","","Hemlock","Street"," "," "," ","102 Hemlock Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338863","-106.10335145","40.07740602","220",""," ","","Spruce","Street"," "," "," ","220 Spruce Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338864","-106.10413307","40.07681245","205",""," ","","Maple","Street"," "," "," ","205 Maple Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338865","-106.12307726","40.07605468","5235",""," ","","County Road 20",""," "," "," ","5235 County Road 20 ","HOT SULPHUR SPRINGS","80451","Grand"
"2338866","-106.10465324","40.07575245","302",""," ","","Spring","Street"," "," "," ","302 Spring Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338867","-106.10425389","40.0757478","302",""," ","","Spring","Street"," "," "," ","302 Spring Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338868","-106.10389323","40.07574318","303",""," ","","Maple","Street"," "," "," ","303 Maple Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338869","-106.10336098","40.07574299","220",""," ","","Cedar","Street"," "," "," ","220 Cedar Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338870","-106.10310267","40.07573816","214",""," ","","Cedar","Street"," "," "," ","214 Cedar Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338871","-106.10282877","40.07573628","208",""," ","","Cedar","Street"," "," "," ","208 Cedar Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338872","-106.10255251","40.07573223","333",""," ","","Hemlock","Street"," "," "," ","333 Hemlock Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338873","-106.10203176","40.07572997","120",""," ","","Cedar","Street"," "," "," ","120 Cedar Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338874","-106.10171238","40.07572619","114",""," ","","Cedar","Street"," "," "," ","114 Cedar Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338875","-106.10134413","40.07572481","102",""," ","","Cedar","Street"," "," "," ","102 Cedar Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338876","-106.10056028","40.07571435","304",""," ","","1St","Street"," "," "," ","304 1St Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338877","-106.09326585","40.07559581","594",""," ","","Cedar","Street"," "," "," ","594 Cedar Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338878","-106.10569906","40.07529966","409",""," ","","Nevava","Street"," "," "," ","409 Nevava Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338879","-106.10520902","40.07529017","401",""," ","","Nevava","Street"," "," "," ","401 Nevava Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338880","-106.10473201","40.07529115","310",""," ","","Spring","Street"," "," "," ","310 Spring Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338881","-106.10444988","40.07528544","317",""," ","","Nevava","Street"," "," "," ","317 Nevava Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338882","-106.10417615","40.07528288","309",""," ","","Nevava","Street"," "," "," ","309 Nevava Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338883","-106.10390667","40.07527872","300",""," ","","Nevava","Street"," "," "," ","300 Nevava Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338884","-106.10339183","40.07527864","310",""," ","","Maple","Street"," "," "," ","310 Maple Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338885","-106.10322138","40.07527396","221",""," ","","Nevava","Street"," "," "," ","221 Nevava Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338886","-106.10305632","40.07527242","217",""," ","","Nevava","Street"," "," "," ","217 Nevava Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338887","-106.10283201","40.07527032","209",""," ","","Nevava","Street"," "," "," ","209 Nevava Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338888","-106.10254946","40.07526589","201",""," ","","Nevava","Street"," "," "," ","201 Nevava Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338889","-106.10203121","40.07526293","121",""," ","","Nevava","Street"," "," "," ","121 Nevava Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338890","-106.10165397","40.07525886","107",""," ","","Nevava","Street"," "," "," ","107 Nevava Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338891","-106.10127367","40.07525568","101",""," ","","Nevava","Street"," "," "," ","101 Nevava Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338892","-106.10019534","40.07524568","105","","East","","Nevava","Street"," "," "," ","105 East Nevava Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338893","-106.09987912","40.0752426","109","","East","","Nevava","Street"," "," "," ","109 East Nevava Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338894","-106.09899089","40.07523541","217","","East","","Nevava","Street"," "," "," ","217 East Nevava Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338895","-106.09851412","40.07522865","225","","East","","Nevava","Street"," "," "," ","225 East Nevava Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338896","-106.09812496","40.07522612","233","","East","","Nevava","Street"," "," "," ","233 East Nevava Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338897","-106.09734128","40.07524712","315","","East","","Nevava","Street"," "," "," ","315 East Nevava Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338898","-106.09177568","40.07508228","679","","East","","Nevava","Street"," "," "," ","679 East Nevava Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338899","-106.08416014","40.07276701","917",""," ","","County Road 55",""," "," "," ","917 County Road 55 ","HOT SULPHUR SPRINGS","80451","Grand"
"2338900","-106.10574006","40.07470843","412",""," ","","Nevava","Street"," "," "," ","412 Nevava Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338901","-106.10472501","40.07469452","320",""," ","","Nevava","Street"," "," "," ","320 Nevava Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338902","-106.10398039","40.07468691","306",""," ","","Nevava","Street"," "," "," ","306 Nevava Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338903","-106.10380441","40.074682","401",""," ","","Maple","Street"," "," "," ","401 Maple Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338904","-106.1032902","40.07468159","222",""," ","","Nevava","Street"," "," "," ","222 Nevava Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338905","-106.10284777","40.0746753","210",""," ","","Nevava","Street"," "," "," ","210 Nevava Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338906","-106.10249451","40.07466857","202",""," ","","Nevava","Street"," "," "," ","202 Nevava Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338907","-106.10136012","40.0746583","100",""," ","","Nevava","Street"," "," "," ","100 Nevava Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338908","-106.09230386","40.07426748","686","","East","","Nevava","Street"," "," "," ","686 East Nevava Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338909","-106.10679962","40.07421227","509",""," ","","Grand","Avenue"," "," "," ","509 Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338910","-106.10647413","40.07428213","501",""," ","","Grand","Avenue"," "," ","A","501 Grand Avenue A","HOT SULPHUR SPRINGS","80451","Grand"
"2338911","-106.10451921","40.0742501","317",""," ","","Grand","Avenue"," "," "," ","317 Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338912","-106.10387429","40.07423878","303",""," ","","Grand","Avenue"," "," "," ","303 Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338913","-106.10336433","40.07433055","406",""," ","","Maple","Street"," "," "," ","406 Maple Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338914","-106.10318893","40.07423147","217",""," ","","Grand","Avenue"," "," "," ","217 Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338915","-106.10300983","40.07422913","213",""," ","","Grand","Avenue"," "," "," ","213 Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338916","-106.10274301","40.07422572","207",""," ","","Grand","Avenue"," "," "," ","207 Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338917","-106.10247756","40.07421896","402",""," ","","Hemlock","Street"," "," "," ","402 Hemlock Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338918","-106.10186678","40.07421824","119",""," ","","Grand","Avenue"," "," "," ","119 Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338919","-106.10159513","40.07421052","109",""," ","","Grand","Avenue"," "," "," ","109 Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338920","-106.10126031","40.07420374","103",""," ","","Grand","Avenue"," "," "," ","103 Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338921","-106.09776884","40.07413854","323","","East","","Grand","Avenue"," "," "," ","323 East Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338922","-106.09734023","40.07416799","327","","East","","Grand","Avenue"," "," "," ","327 East Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338923","-106.09874427","40.07421563","225",""," ","","Byers","Avenue"," "," "," ","225 Byers Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338924","-106.10336409","40.07413356","221",""," ","","Grand","Avenue"," "," "," ","221 Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338925","-106.10691474","40.0736239","504",""," ","","Park","Avenue"," "," "," ","504 Park Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338926","-106.10572586","40.07365903","410",""," ","","Grand","Avenue"," "," "," ","410 Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338927","-106.10600197","40.0736565","420",""," ","","Grand","Avenue"," "," "," ","420 Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338928","-106.10545243","40.07365325","408",""," ","","Grand","Avenue"," "," "," ","408 Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338929","-106.10658933","40.07365896","504",""," ","","Grand","Avenue"," "," "," ","504 Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338930","-106.10670152","40.07381148","506",""," ","","Grand","Avenue"," "," "," ","506 Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338931","-106.10527325","40.07365119","404",""," ","","Grand","Avenue"," "," "," ","404 Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338932","-106.10504317","40.07363898","400",""," ","","Grand","Avenue"," "," "," ","400 Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338933","-106.10386214","40.07363251","304",""," ","","Maple","Street"," "," "," ","304 Maple Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338934","-106.10317218","40.07362789","218",""," ","","Grand","Avenue"," "," "," ","218 Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338935","-106.10158029","40.07360775","108",""," ","","Grand","Avenue"," "," "," ","108 Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338936","-106.10040936","40.07352363","226","","East","","Byers Av","Avenue"," "," "," ","226 East Byers Av Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338937","-106.09969534","40.07363048","605","","East","","Byers Av","Avenue"," "," "," ","605 East Byers Av Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338938","-106.09809587","40.07356661","250","","East","","Grand","Avenue"," "," "," ","250 East Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338939","-106.09728429","40.07355702","324","","East","","Grand","Avenue"," "," "," ","324 East Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338940","-106.09887105","40.07330577","120","","East","","Byers","Avenue"," "," "," ","120 East Byers Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338941","-106.09606132","40.07353929","446","","East","","Grand","Avenue"," "," "," ","446 East Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338942","-106.09575731","40.07353231","444","","East","","Grand","Avenue"," "," "," ","444 East Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338943","-106.09498093","40.07351155","454","","East","","Grand","Avenue"," "," "," ","454 East Grand Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338944","-106.11708859","40.07320031","5285",""," ","","County Road 20",""," "," "," ","5285 County Road 20 ","HOT SULPHUR SPRINGS","80451","Grand"
"2338945","-106.10716101","40.0733248","512",""," ","","Park","Avenue"," "," "," ","512 Park Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338946","-106.09943884","40.07309147","120","","East","","Byers","Avenue"," "," "," ","120 East Byers Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338947","-106.10548716","40.07320723","417",""," ","","Byers","Avenue"," "," "," ","417 Byers Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338948","-106.11016655","40.07309293","810",""," ","","Byers","Avenue"," "," "," ","810 Byers Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338949","-106.10394332","40.07318029","301",""," ","","Byers","Avenue"," "," "," ","301 Byers Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338950","-106.10659058","40.07328139","513",""," ","","Aspen","Street"," "," "," ","513 Aspen Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338951","-106.10324255","40.0731725","221",""," ","","Byers","Avenue"," "," "," ","221 Byers Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338952","-106.10287504","40.07316593","209",""," ","","Byers","Avenue"," "," "," ","209 Byers Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338953","-106.10261363","40.07313519","205",""," ","","Byers","Avenue"," "," "," ","205 Byers Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338954","-106.10193145","40.07315375","121",""," ","","Byers","Avenue"," "," "," ","121 Byers Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338955","-106.10122815","40.07314044","103",""," ","","Byers","Avenue"," "," "," ","103 Byers Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338956","-106.10072847","40.07320904","105",""," ","","Byers","Avenue"," "," "," ","105 Byers Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338957","-106.10957099","40.07300781","620",""," ","","Byers","Avenue"," "," "," ","620 Byers Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338958","-106.11786489","40.0731124","5275",""," ","","County Road 20",""," "," "," ","5275 County Road 20 ","HOT SULPHUR SPRINGS","80451","Grand"
"2338959","-106.09753215","40.07308957","321","","East","","Byers","Avenue"," "," "," ","321 East Byers Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338960","-106.09687103","40.07307979","345","","East","","Byers","Avenue"," "," "," ","345 East Byers Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338961","-106.10714914","40.07312395","517",""," ","","Byers","Avenue"," "," "," ","517 Byers Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338962","-106.09649797","40.07307439","353","","East","","Byers","Avenue"," "," "," ","353 East Byers Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338963","-106.10660436","40.07311639","501",""," ","","Byers","Avenue"," "," "," ","501 Byers Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338964","-106.11599324","40.07275109","5480",""," ","","County Road 20",""," "," "," ","5480 County Road 20 ","PARSHALL","80468","Grand"
"2338965","-106.10587364","40.07248069","602",""," ","","Aspen","Street"," "," "," ","602 Aspen Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338966","-106.10790561","40.07225434","604",""," ","","Byers","Avenue"," "," "," ","604 Byers Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338967","-106.11758857","40.07231135","193",""," ","","County Road 4612",""," "," "," ","193 County Road 4612 ","PARSHALL","80468","Grand"
"2338968","-106.093958","40.07244004","540","","East","","Byers","Avenue"," "," "," ","540 East Byers Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338969","-106.09331178","40.07242737","580","","East","","Byers","Avenue"," "," "," ","580 East Byers Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338970","-106.09228332","40.07221182","610",""," ","","County Road 55",""," "," "," ","610 County Road 55 ","HOT SULPHUR SPRINGS","80451","Grand"
"2338971","-106.1050788","40.07241816","400",""," ","","Byers","Avenue"," "," "," ","400 Byers Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338972","-106.10658123","40.07225649","613",""," ","","Aspen","Street"," "," "," ","613 Aspen Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338973","-106.10578312","40.07226041","612",""," ","","Aspen","Street"," "," "," ","612 Aspen Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338974","-106.10534254","40.0721684","405",""," ","","Moffat","Avenue"," "," "," ","405 Moffat Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338975","-106.10508433","40.07216647","621",""," ","","Spring","Street"," "," "," ","621 Spring Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338976","-106.10402464","40.07212822","307",""," ","","Moffat","Avenue"," "," "," ","307 Moffat Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338977","-106.1031359","40.07224056","612",""," ","","Maple","Street"," "," "," ","612 Maple Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338978","-106.1027245","40.07216968","613",""," ","","Hemlock","Street"," "," "," ","613 Hemlock Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338979","-106.10156621","40.07212494","150",""," ","","Moffat","Avenue"," "," "," ","150 Moffat Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338980","-106.10577712","40.07208954","612",""," ","","Aspen","Street"," "," "," ","612 Aspen Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338981","-106.09651042","40.07205982","380","","East","","Moffat","Avenue"," "," "," ","380 East Moffat Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338982","-106.10713437","40.07183635","619",""," ","","Aspen","Street"," "," "," ","619 Aspen Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338983","-106.10312764","40.07207359","221",""," ","","Maple","Street"," "," "," ","221 Maple Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338984","-106.1065734","40.07179741","621",""," ","","Aspen","Street"," "," "," ","621 Aspen Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338985","-106.10260232","40.07200068","621",""," ","","Hemlock","Street"," "," "," ","621 Hemlock Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338986","-106.10553496","40.07163958","408",""," ","","Moffat","Avenue"," "," "," ","408 Moffat Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338987","-106.10516136","40.07163023","402",""," ","","Moffat","Avenue"," "," "," ","402 Moffat Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338988","-106.10454445","40.07162072","320",""," ","","Moffat","Avenue"," "," "," ","320 Moffat Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338989","-106.1041674","40.07161761","310",""," ","","Moffat","Avenue"," "," "," ","310 Moffat Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338990","-106.10380363","40.07161156","306",""," ","","Moffat","Avenue"," "," "," ","306 Moffat Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338991","-106.10331014","40.07160301","708",""," ","","Maple","Street"," "," "," ","708 Maple Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2338992","-106.10308254","40.07160079","216",""," ","","Moffat","Avenue"," "," "," ","216 Moffat Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338993","-106.10286019","40.07160127","212",""," ","","Moffat","Avenue"," "," "," ","212 Moffat Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338994","-106.10268467","40.07159279","208",""," ","","Moffat","Avenue"," "," "," ","208 Moffat Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338995","-106.1024551","40.07159293","204",""," ","","Moffat","Avenue"," "," "," ","204 Moffat Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338996","-106.09593631","40.07152262","508","","East","","Moffat","Avenue"," "," "," ","508 East Moffat Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338997","-106.09553419","40.07152206","514","","East","","Moffat","Avenue"," "," "," ","514 East Moffat Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338998","-106.09511422","40.07152188","516","","East","","Moffat","Avenue"," "," "," ","516 East Moffat Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2338999","-106.09469435","40.07152087","518","","East","","Moffat","Avenue"," "," "," ","518 East Moffat Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339000","-106.09363134","40.07151939","602","","East","","Moffat","Avenue"," "," "," ","602 East Moffat Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339001","-106.09322934","40.0715188","616","","East","","Moffat","Avenue"," "," "," ","616 East Moffat Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339002","-106.09287201","40.07151828","660","","East","","Moffat","Avenue"," "," "," ","660 East Moffat Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339003","-106.10512893","40.07120969","715",""," ","","Spring","Street"," "," "," ","715 Spring Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2339004","-106.1045363","40.07119909","712",""," ","","Spring","Street"," "," "," ","712 Spring Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2339005","-106.10421505","40.07119962","323",""," ","","Sumner","Avenue"," "," "," ","323 Sumner Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339006","-106.10384086","40.0712546","711",""," ","","Maple","Street"," "," "," ","711 Maple Street ","HOT SULPHUR SPRINGS","80451","Grand"
"2339007","-106.09984929","40.07114963","113","","East","","Sumner","Avenue"," "," "," ","113 East Sumner Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339008","-106.10327879","40.07117351","219",""," ","","Sumner","Avenue"," "," "," ","219 Sumner Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339009","-106.10304878","40.07117497","215",""," ","","Sumner","Avenue"," "," "," ","215 Sumner Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339010","-106.10275666","40.0711638","211",""," ","","Sumner","Avenue"," "," "," ","211 Sumner Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339011","-106.09899313","40.07113165","223","","East","","Sumner","Avenue"," "," "," ","223 East Sumner Avenue ","HOT SULPHUR SPRINGS","80451","Grand"
"2339012","-106.10244176","40.07116076","711",""," ","","Hemlock","Street"," "," "," ","711 Hemlock Street ","HOT SULPHUR SPRINGS","80451","Grand"
