540082,013-003900-091336,NULL,-105.24943188,40.04710831,3900,NULL, ,NULL,Escuela, ,NULL, , ,3900 Escuela , ,80301,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CE42927B1F64F5AC0F0D11CA507064440
540083,013-000128-091337,NULL,-105.22815128,39.98882992,128,NULL, ,NULL,Iroquois, ,NULL, , ,128 Iroquois ,Boulder,80303,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CDC9BD4079A4E5AC038979EFA91FE4340
540084,013-002465-091338,NULL,-105.26532006,40.04807870,2465,NULL, ,NULL,Agate, ,NULL, , ,2465 Agate ,Boulder,80304,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CCC50FF00FB505AC070EB5B7127064440
540085,013-002595-091339,NULL,-105.26363926,40.03473984,2595,NULL, ,NULL,Hawthorn, ,NULL, , ,2595 Hawthorn ,Boulder,80304,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CD00E3677DF505AC098ECEE5A72044440
540086,013-001801-091340,NULL,-105.25959193,40.01907279,1801,NULL, ,NULL,28Th, ,NULL, , ,1801 28Th ,Boulder,80302,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C105777279D505AC0185A24FA70024440
540087,013-002202-091341,NULL,-105.26599223,40.01418910,2202,NULL, ,NULL,Arapahoe, ,NULL, , ,2202 Arapahoe ,Boulder,80309,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CA448470406515AC020ACD2F2D0014440
540088,013-000637-091342,NULL,-105.28762011,40.02308939,637,NULL, ,NULL,Concord, ,NULL, , ,637 Concord ,Boulder,80304,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C6CC0305E68525AC06006D197F4024440
540089,013-002940-091343,NULL,-105.25605706,40.00813619,2940,NULL, ,NULL,Pennsylvania, ,NULL, , ,2940 Pennsylvania ,Boulder,80303,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C88F22A3D63505AC0F046539B0A014440
540090,013-000000-091344,NULL,-105.29149459,40.02674421, ,NULL, ,NULL,St, ,NULL, , , St ,Boulder,80304,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CD0ADEBD8A7525AC0683EBA5A6C034440
540091,013-001441-091345,NULL,-105.27889911,40.04392255,1441,NULL, ,NULL,Norwood, ,NULL, , ,1441 Norwood ,Boulder,80304,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C183BA97BD9515AC0485005419F054440
540092,013-003000-091346,NULL,-105.27389848,40.03023634,3000,NULL, ,NULL,18Th, ,NULL, , ,3000 18Th ,Boulder,80304,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C68947E8D87515AC0B8B9CDC8DE034440
540093,013-004503-091347,NULL,-105.21343563,40.05725362,4503,NULL, ,NULL,Wellington, ,NULL, , ,4503 Wellington , ,80301,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C484BE5EDA84D5AC0E84B261654074440
540094,013-001050-091348,NULL,-105.25543824,39.97936519,1050,NULL, ,NULL,Hartford, ,NULL, , ,1050 Hartford ,Boulder,80305,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CE4969F1959505AC0903DAFD65BFD4340
540095,013-001333-091349,NULL,-105.27847622,40.02073314,1333,NULL, ,NULL,Pine, ,NULL, , ,1333 Pine ,Boulder,80302,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C048DEE8DD2515AC0B06A3362A7024440
