"618006","-107.93532172","38.89600124","1302"," ","South West","","Mark","Lane"," "," "," ","1302 South West Mark Lane ","Cedaredge","","Delta"
"618007","-107.93689736","38.89308762","1309"," ","South West","","Mark","Lane"," "," "," ","1309 South West Mark Lane ","Cedaredge","","Delta"
"618008","-108.11727029","38.7591533","1317"," "," ","","H25","Road"," "," "," ","1317 H25 Road ","Delta","","Delta"
"618009","-107.62100194","38.67107119","1487"," "," ","","Black Canyon","Road"," ",""," ","1487 Black Canyon Road ","Crawford","","Delta"
"618010","-107.62076749","38.67169205","1483"," "," ","","Black Canyon","Road"," "," "," ","1483 Black Canyon Road ","Crawford","","Delta"
"618011","-107.94699597","38.88651888","1498"," ","South West","","Melinda","Road"," "," "," ","1498 South West Melinda Road ","Cedaredge","","Delta"
"618012","-107.94600776","38.88474254","1499"," ","South West","","Melinda","Road"," "," "," ","1499 South West Melinda Road ","Cedaredge","","Delta"
"618013","-107.94453229","38.88406146","1491"," ","South West","","Melinda","Road"," ",""," ","1491 South West Melinda Road ","Cedaredge","","Delta"
"618014","-108.06346205","38.76132709","1620"," "," ","","H38","Road"," ",""," ","1620 H38 Road ","Delta","","Delta"
"618015","-108.06342355","38.76088969","1615"," "," ","","H38","Road"," "," "," ","1615 H38 Road ","Delta","","Delta"
"618016","-107.51208386","38.7297855","45346"," "," ","","Needle Rock","Road"," ",""," ","45346 Needle Rock Road ","Crawford","","Delta"
"618017","-107.51188108","38.72970385","45350"," "," ","","Needle Rock","Road"," ",""," ","45350 Needle Rock Road ","Crawford","","Delta"
"618018","-107.51177722","38.72966305","45358"," "," ","","Needle Rock","Road"," ",""," ","45358 Needle Rock Road ","Crawford","","Delta"
"618019","-107.5116736","38.72962455","45362"," "," ","","Needle Rock","Road"," ",""," ","45362 Needle Rock Road ","Crawford","","Delta"
"618020","-107.5122067","38.72959403","45370"," "," ","","Needle Rock","Road"," ",""," ","45370 Needle Rock Road ","Crawford","","Delta"
"618021","-108.07361966","38.75927297","727"," "," ","","1550","Road"," "," "," ","727 1550 Road ","Delta","","Delta"
"618022","-107.69486515","38.73238385","35646"," "," ","","F50","Road"," ",""," ","35646 F50 Road ","Crawford","","Delta"
"618023","-107.57905723","38.73024207","41751"," "," ","","Cottonwood Creek","Road"," ",""," ","41751 Cottonwood Creek Road ","Crawford","","Delta"
"618024","-107.96159926","38.98928238","23158"," "," ","","Aspen Hills","Road"," ",""," ","23158 Aspen Hills Road ","Cedaredge","","Delta"
"618027","-107.89877142","38.80399117","10309"," "," ","","Payne Siding","Road"," ",""," ","10309 Payne Siding Road ","Hotchkiss","","Delta"
"618028","-108.03774622","38.71900091","425"," "," ","","1740","Road"," ",""," ","425 1740 Road ","Delta","","Delta"
"618029","-107.95684993","38.83527584","21777"," "," ","","Meyrs","Road"," "," "," ","21777 Meyrs Road ","Eckert","","Delta"
"618030","-107.56069551","38.85031647","13706"," "," ","","Ragged Mountain","Drive"," "," "," ","13706 Ragged Mountain Drive ","Paonia","","Delta"
"618031","-107.79974469","38.80540332","10292"," "," ","","3000","Road"," ",""," ","10292 3000 Road ","Hotchkiss","","Delta"
"618032","-107.79986221","38.80607079","10296"," "," ","","3000","Road"," ",""," ","10296 3000 Road ","Hotchkiss","","Delta"
"618033","-107.80207416","38.80428979","10291"," "," ","","3000","Road"," ",""," ","10291 3000 Road ","Hotchkiss","","Delta"
"618034","-107.80216378","38.80451557","0"," "," ","","3000","Road"," ",""," ","0 3000 Road ","Hotchkiss","","Delta"
"618035","-107.8015219","38.80514698","10297"," "," ","","3000","Road"," ",""," ","10297 3000 Road ","Hotchkiss","","Delta"
"618036","-107.80099352","38.80526423","10299"," "," ","","3000","Road"," ",""," ","10299 3000 Road ","Hotchkiss","","Delta"
"618037","-107.62605796","38.87272654","39184"," "," ","","Pitkin","Road"," ",""," ","39184 Pitkin Road ","Paonia","","Delta"
"618038","-108.03592615","38.72348476","468"," "," ","","1740","Road"," "," "," ","468 1740 Road ","Delta","","Delta"
"618039","-107.74470568","38.95275496","20700"," "," ","","3100","Road"," "," "," ","20700 3100 Road ","Hotchkiss","","Delta"
"618040","-107.93561945","38.9003755","1145"," ","West","","Main","Street"," "," "," ","1145 West Main Street ","Cedaredge","","Delta"
