"1420215","-107.63223899","37.11226329","855",""," ","","Shoshone","Avenue","",""," ","855 Shoshone Avenue ","","","La Plata"
"1420216","-107.63168962","37.11239848","844",""," ","","Shoshone","Avenue","",""," ","844 Shoshone Avenue ","","","La Plata"
"1420217","-107.63226602","37.1123589","845",""," ","","Shoshone","Avenue","",""," ","845 Shoshone Avenue ","","","La Plata"
"1420218","-107.63167671","37.11261349","830",""," ","","Shoshone","Avenue","",""," ","830 Shoshone Avenue ","","","La Plata"
"1420219","-107.63231942","37.11269377","815",""," ","","Shoshone","Avenue","",""," ","815 Shoshone Avenue ","","","La Plata"
"1420220","-107.63167319","37.11282108","814",""," ","","Shoshone","Avenue","",""," ","814 Shoshone Avenue ","","","La Plata"
"1420221","-107.63168937","37.11304465","778",""," ","","Shoshone","Avenue","",""," ","778 Shoshone Avenue ","","","La Plata"
"1420222","-107.71511544","37.11145892","811",""," ","","Sagewood","Drive","",""," ","811 Sagewood Drive ","","","La Plata"
"1420223","-107.63157935","37.11333882","760",""," ","","Shoshone","Avenue","",""," ","760 Shoshone Avenue ","","","La Plata"
"1420224","-107.87355596","37.10979291","335",""," ","","Short","Place","",""," ","335 Short Place ","","","La Plata"
"1420225","-107.63227251","37.11412002","685",""," ","","Shoshone","Avenue","",""," ","685 Shoshone Avenue ","","","La Plata"
"1420226","-107.87282306","37.10961414","331",""," ","","Short","Place","",""," ","331 Short Place ","","","La Plata"
